"id","dname","hint","img","qual","cost","notes","attrib","manacost","cooldown","lore","components","created","charges"
90,"Pipe of Insight","Passive: Insight Aura Gives allied units 2.5 health regeneration and 10% magic resistance.

Radius: 1200","/apps/dota2/images/dota_react/items/pipe.png?t=1593393829403","rare",3725,"Multiple instances of Barrier do not stack.
Stacks multiplicatively with other sources of magic resistance.","[{'key': 'health_regen', 'header': 'HEALTH REGEN:', 'value': '14.0'}, {'key': 'magic_resistance', 'header': 'MAGIC RESISTANCE:', 'value': '20'}, {'key': 'barrier_debuff_duration', 'header': 'BARRIER DEBUFF DURATION:', 'value': '50.0'}, {'key': 'tooltip_resist', 'header': 'TOOLTIP RESIST:', 'value': '20'}, {'key': 'aura_health_regen', 'header': 'AURA HEALTH REGEN:', 'value': '2.5'}, {'key': 'magic_resistance_aura', 'header': 'MAGIC RESISTANCE AURA:', 'value': '10'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'barrier_block', 'header': 'BARRIER BLOCK:', 'value': '450'}, {'key': 'barrier_duration', 'header': 'BARRIER DURATION:', 'value': '12.0'}, {'key': 'barrier_radius', 'header': 'BARRIER RADIUS:', 'value': '1200'}, {'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '0'}, {'key': 'barrier_block_creep', 'header': 'BARRIER BLOCK CREEP:', 'value': '450'}]",150,60,"A powerful artifact of mysterious origin, it creates barriers against magical forces.","['cloak', 'headdress', 'ring_of_tarrasque']",True,False
90,"Pipe of Insight","Active: Barrier Gives a magic damage barrier that absorbs 450 damage to all nearby allies. Lasts 12 seconds.

Radius: 1200","/apps/dota2/images/dota_react/items/pipe.png?t=1593393829403","rare",3725,"Multiple instances of Barrier do not stack.
Stacks multiplicatively with other sources of magic resistance.","[{'key': 'health_regen', 'header': 'HEALTH REGEN:', 'value': '14.0'}, {'key': 'magic_resistance', 'header': 'MAGIC RESISTANCE:', 'value': '20'}, {'key': 'barrier_debuff_duration', 'header': 'BARRIER DEBUFF DURATION:', 'value': '50.0'}, {'key': 'tooltip_resist', 'header': 'TOOLTIP RESIST:', 'value': '20'}, {'key': 'aura_health_regen', 'header': 'AURA HEALTH REGEN:', 'value': '2.5'}, {'key': 'magic_resistance_aura', 'header': 'MAGIC RESISTANCE AURA:', 'value': '10'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'barrier_block', 'header': 'BARRIER BLOCK:', 'value': '450'}, {'key': 'barrier_duration', 'header': 'BARRIER DURATION:', 'value': '12.0'}, {'key': 'barrier_radius', 'header': 'BARRIER RADIUS:', 'value': '1200'}, {'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '0'}, {'key': 'barrier_block_creep', 'header': 'BARRIER BLOCK CREEP:', 'value': '450'}]",150,60,"A powerful artifact of mysterious origin, it creates barriers against magical forces.","['cloak', 'headdress', 'ring_of_tarrasque']",True,False
92,"Urn of Shadows","Active: Soul Release Provides 30 health regeneration when cast on allies, and deals 25 damage per second when cast on enemies. 

Lasts 8 seconds.  

Gains charges every time an enemy hero dies within 1400 units.  Only the closest Urn to the dying hero will gain a charge.

Cast Range: 750","/apps/dota2/images/dota_react/items/urn_of_shadows.png?t=1593393829403","rare",880,"Empty urns gain 2 charges.
If used on a hero with Soul Release already active on them, it will refresh its duration.","[{'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '1.4'}, {'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '2'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '2'}, {'key': 'soul_radius', 'header': 'SOUL RADIUS:', 'value': '1400'}, {'key': 'soul_initial_charge', 'header': 'SOUL INITIAL CHARGE:', 'value': '2'}, {'key': 'soul_additional_charges', 'header': 'SOUL ADDITIONAL CHARGES:', 'value': '1'}, {'key': 'soul_heal_amount', 'header': 'SOUL HEAL AMOUNT:', 'value': '30'}, {'key': 'soul_damage_amount', 'header': 'SOUL DAMAGE AMOUNT:', 'value': '25'}, {'key': 'duration', 'header': 'DURATION:', 'value': '8.0'}]",0,7,"Contains the ashes of powerful demons.","['sobi_mask', 'ring_of_protection', 'circlet']",True,False
94,"Headdress","Passive: Regeneration Aura Grants 2 health regeneration to allies.

Radius: 1200","/apps/dota2/images/dota_react/items/headdress.png?t=1593393829403","rare",425,"","[{'key': 'health_regen', 'header': 'HEALTH REGEN:', 'value': '0.5'}, {'key': 'aura_health_regen', 'header': 'AURA HEALTH REGEN:', 'value': '2.0'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}]",0,0,"Creates a soothing aura that restores allies in battle.","['ring_of_regen']",True,False
96,"Scythe of Vyse","Active: Hex Turns a target unit into a harmless critter for 2.8 seconds. The target has a base movement speed of 140 and will be silenced, muted, and disarmed.
Instantly destroys illusions.

Range: 800","/apps/dota2/images/dota_react/items/sheepstick.png?t=1593393829403","rare",5200,"The target will have a base movement speed of 140, but buffs granting maximum movement speed won't be disabled.","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '30'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '8.5'}, {'key': 'sheep_duration', 'header': 'SHEEP DURATION:', 'value': '2.8'}, {'key': 'sheep_movement_speed', 'header': 'SHEEP MOVEMENT SPEED:', 'value': '140'}, {'key': 'upgrade_radius', 'header': 'UPGRADE RADIUS:', 'value': '200'}]",250,20,"The most guarded relic among the cult of Vyse, it is the most coveted weapon among magi.","['mystic_staff', 'tiara_of_selemene']",True,False
98,"Orchid Malevolence","Active: Soul Burn Silences the target unit for 5 seconds. At the end of the silence, 30% of the damage received while silenced is inflicted as bonus magical damage.

Range: 900","/apps/dota2/images/dota_react/items/orchid.png?t=1593393829403","rare",3475,"","[{'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '40'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '10'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '3.5'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '6.0'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '12'}, {'key': 'silence_damage_percent', 'header': 'SILENCE DAMAGE PERCENT:', 'value': '30'}, {'key': 'silence_duration', 'header': 'SILENCE DURATION:', 'value': '5'}]",100,18,"A garnet rod constructed from the essence of a fire demon.","['oblivion_staff', 'cornucopia']",True,False
100,"Eul's Scepter of Divinity","Active: Cyclone Sweeps a target unit up into a cyclone, making them invulnerable for 2.5 seconds. Cyclone can only be cast on enemy units or yourself.

Enemy units take 50 magical damage upon landing.

Range: 550
Dispel Type: Basic Dispel ","/apps/dota2/images/dota_react/items/cyclone.png?t=1593393829403","rare",2625,"You cannot cyclone allies.
Cyclones cast on yourself go through spell immunity.
Cyclone can dispel some buffs and debuffs.
Cyclone duration is unaffected by status resistance.","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '10'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '2.5'}, {'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '20'}, {'key': 'cyclone_duration', 'header': 'CYCLONE DURATION:', 'value': '2.5'}, {'key': 'tooltip_drop_damage', 'header': 'TOOLTIP DROP DAMAGE:', 'value': '50'}]",175,23,"A mysterious scepter passed down through the ages, its disruptive winds can be used for good or evil.","['staff_of_wizardry', 'void_stone', 'wind_lace']",True,False
102,"Force Staff","Active: Force Pushes any target unit 600 units in the direction it is facing. 

Range: 550","/apps/dota2/images/dota_react/items/force_staff.png?t=1593393829403","rare",2200,"Self-cast will cause you to use Force on yourself.
Force Staff doesn't interrupt the target's actions.
Will not work on a unit inside Chronosphere, Duel, or Black Hole.","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '10'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '175'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '600'}, {'key': 'enemy_cast_range', 'header': 'ENEMY CAST RANGE:', 'value': '850'}, {'key': 'push_time', 'header': 'PUSH TIME:', 'value': '0.5'}]",150,19,"Allows you to manipulate others, for good or evil.","['staff_of_wizardry', 'fluffy_hat']",True,False
104,"Dagon","Active: Energy Burst Emits a powerful burst of magical damage upon a targeted enemy unit. Heals the caster 75% of damage dealt by Dagon. Upgradable.

Damage: 400
Range: 700
Mana Cost: 120","/apps/dota2/images/dota_react/items/dagon.png?t=1593393829403","rare",2850,"Instantly kills illusions.","[{'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_agi', 'header': 'BONUS AGI:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '400 / 500 / 600 / 700 / 800'}, {'key': 'damage_delay', 'header': 'DAMAGE DELAY:', 'value': '0'}, {'key': 'mana_cost_tooltip', 'header': 'MANA COST TOOLTIP:', 'value': '120 / 140 / 160 / 180 / 200'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '0'}, {'key': 'passive_spell_lifesteal', 'header': 'PASSIVE SPELL LIFESTEAL:', 'value': '11 / 12 / 13 / 14 / 15'}, {'key': 'dagon_spell_lifesteal', 'header': 'DAGON SPELL LIFESTEAL:', 'value': '75'}]",120,35,"A lesser wand that grows in power the longer it is used, it brings magic to the fingertips of the user.","['diadem', 'voodoo_mask']",True,False
106,"Necronomicon","Active: Demonic Summoning Summons a Warrior and an Archer to fight for you for 60 seconds.

Warrior: Burns mana every hit, and deals magical damage to whoever kills it. Gains True Sight at level 3.
Health: 800
Damage: 25
Mana Break Damage: 30
Last Will Damage: 600

Archer: Has a passive movement and attack speed aura. Gains Purge at Level 3.
Health: 800
Damage: 37
Aura Move Speed: 5
Aura Radius: 1200","/apps/dota2/images/dota_react/items/necronomicon.png?t=1593393829403","rare",2050,"","[{'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '6 / 12 / 18'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '2 / 3 / 4'}, {'key': 'summon_duration', 'header': 'SUMMON DURATION:', 'value': '60'}, {'key': 'warrior_health_tooltip', 'header': 'WARRIOR HEALTH TOOLTIP:', 'value': '800 / 1200 / 1600'}, {'key': 'warrior_damage_tooltip', 'header': 'WARRIOR DAMAGE TOOLTIP:', 'value': '25 / 45 / 65'}, {'key': 'warrior_mana_feedback', 'header': 'WARRIOR MANA FEEDBACK:', 'value': '30 / 40 / 50'}, {'key': 'warrior_mana_break_tooltip', 'header': 'WARRIOR MANA BREAK TOOLTIP:', 'value': '30 / 40 / 50'}, {'key': 'explosion', 'header': 'EXPLOSION:', 'value': '600 / 700 / 800'}, {'key': 'warrior_truesight', 'header': 'WARRIOR TRUESIGHT:', 'value': '400 / 800 / 1200'}, {'key': 'archer_health_tooltip', 'header': 'ARCHER HEALTH TOOLTIP:', 'value': '800 / 1200 / 1600'}, {'key': 'archer_damage_tooltip', 'header': 'ARCHER DAMAGE TOOLTIP:', 'value': '37 / 57 / 75'}, {'key': 'archer_mana_burn', 'header': 'ARCHER MANA BURN:', 'value': '125 / 175 / 225'}, {'key': 'archer_aura_radius_tooltip', 'header': 'ARCHER AURA RADIUS TOOLTIP:', 'value': '1200'}, {'key': 'archer_move_speed', 'header': 'ARCHER MOVE SPEED:', 'value': '5 / 7 / 9'}]",150,80,"Considered the ultimate in necromancy and demonology, a powerful malefic force is locked within its pages.","['sobi_mask', 'sobi_mask', 'belt_of_strength']",True,False
108,"Aghanim's Scepter","Passive: Ability Upgrade Upgrades the ultimate, and some abilities, of all heroes.","/apps/dota2/images/dota_react/items/ultimate_scepter.png?t=1593393829403","rare",4200,"","[{'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '10'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '175'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '175'}]",0,0,"The scepter of a wizard with demigod-like powers.","['point_booster', 'staff_of_wizardry', 'ogre_axe', 'blade_of_alacrity']",True,False
110,"Refresher Orb","Active: Reset Cooldowns Resets the cooldowns of all your items and abilities. Shares a cooldown with Refresher Shard. This item's cooldown only progresses in your hero's main inventory.","/apps/dota2/images/dota_react/items/refresher.png?t=1593393829403","rare",5000,"","[{'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '18'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '8.0'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '10'}]",350,180,"A powerful artifact created for wizards.","['cornucopia', 'ring_of_tarrasque', 'tiara_of_selemene']",True,False
112,"Assault Cuirass","Passive: Assault Aura Grants 30 attack speed and 5 armor to nearby allied units and structures, and decreases nearby enemy unit and structure armor by -5.

Radius: 1200","/apps/dota2/images/dota_react/items/assault.png?t=1593393829403","epic",5125,"","[{'key': 'bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': '30'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '10'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'aura_attack_speed', 'header': 'AURA ATTACK SPEED:', 'value': '30'}, {'key': 'aura_positive_armor', 'header': 'AURA POSITIVE ARMOR:', 'value': '5'}, {'key': 'aura_negative_armor', 'header': 'AURA NEGATIVE ARMOR:', 'value': '-5'}]",0,0,"Forged in the depths of the nether reaches, this hellish mail provides an army with increased armor and attack speed.","['platemail', 'hyperstone', 'buckler']",True,False
116,"Black King Bar","Active: Avatar Applies a basic dispel. Grants 50% Magic resistance and immunity to pure and reflected damage. For the duration of the effect, any negative effect from enemy spells has no effect. 

Duration: 9 
Dispel Type: Basic Dispel ","/apps/dota2/images/dota_react/items/black_king_bar.png?t=1593393829403","epic",4050,"Purchasing another Black King Bar will not reset its immunity duration.
Abilities that pierce magic immunity will work fully even when Avatar is activated","[{'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '10'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '24'}, {'key': 'duration', 'header': 'DURATION:', 'value': '9 / 8 / 7 / 6'}, {'key': 'max_level', 'header': 'MAX LEVEL:', 'value': '4'}, {'key': 'model_scale', 'header': 'MODEL SCALE:', 'value': '30'}, {'key': 'magic_resist', 'header': 'MAGIC RESIST:', 'value': '50'}]",50,90,"A powerful staff imbued with the strength of giants.","['ogre_axe', 'mithril_hammer']",True,False
117,"Aegis of the Immortal","Passive: Reincarnation Brings you to life with full health and mana 5 seconds after you die, at the location where you died. 

Reincarnation must be used within 5 minutes or Aegis of the Immortal disappears. If it expires, it will heal you over 5 seconds (dispels on damage).","/apps/dota2/images/dota_react/items/aegis.png?t=1593393829403","artifact",0,"Pronounced as ayy jis.","[{'key': 'reincarnate_time', 'header': 'REINCARNATE TIME:', 'value': '5.0'}, {'key': 'disappear_time', 'header': 'DISAPPEAR TIME:', 'value': '300.0'}, {'key': 'disappear_time_minutes_tooltip', 'header': 'DISAPPEAR TIME MINUTES TOOLTIP:', 'value': '5'}, {'key': 'disappear_time_turbo', 'header': 'DISAPPEAR TIME TURBO:', 'value': '240.0'}]",0,0,"The Immortal was said to own a shield that protected him from death itself.","None",False,False
119,"Shiva's Guard","Passive: Freezing Aura  Reduces the attack speed of all enemies by -45 and all heals, regeneration and lifesteal by 25%. 

Radius: 1200","/apps/dota2/images/dota_react/items/shivas_guard.png?t=1593393829403","epic",4825,"The wave extends at a speed of 400 to a max size of 900.
The Arctic Blast follows its caster.
Multiple instances of Freezing Aura do not stack.","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '6'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '6'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '6'}, {'key': 'bonus_hp_regen', 'header': 'BONUS HP REGEN:', 'value': '6'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '16'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'aura_attack_speed', 'header': 'AURA ATTACK SPEED:', 'value': '-45'}, {'key': 'blast_damage', 'header': 'BLAST DAMAGE:', 'value': '200'}, {'key': 'blast_movement_speed', 'header': 'BLAST MOVEMENT SPEED:', 'value': '-40'}, {'key': 'blast_debuff_duration', 'header': 'BLAST DEBUFF DURATION:', 'value': '4.0'}, {'key': 'blast_radius', 'header': 'BLAST RADIUS:', 'value': '900'}, {'key': 'blast_speed', 'header': 'BLAST SPEED:', 'value': '400'}, {'key': 'hp_regen_degen_aura', 'header': 'HP REGEN DEGEN AURA:', 'value': '25'}, {'key': 'illusion_multiplier_pct', 'header': 'ILLUSION MULTIPLIER PCT:', 'value': '150'}, {'key': 'spell_amp', 'header': 'SPELL AMP:', 'value': '15'}, {'key': 'resist_debuff_duration', 'header': 'RESIST DEBUFF DURATION:', 'value': '16.0'}]",75,27,"Said to have belonged to a goddess, today it retains much of its former power.","['veil_of_discord', 'platemail']",True,False
